title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Old Smokey,1938,8,NA,4.8,22,4.5,4.5,24.5,14.5,14.5,4.5,24.5,0,0,4.5,,0,1,1,0,0,0,1
Ski Troop Attack,1960,63,NA,2.5,27,14.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,,1,0,0,0,0,0,0
Holiday in Havana,1949,73,NA,7.2,8,0,0,0,0,14.5,14.5,0,14.5,34.5,24.5,,0,0,1,0,0,0,0
"Last of the Mohicans, The",1936,91,NA,7,109,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
"Devil You Know: Inside the Mind of Todd McFarlane, The",2001,44,NA,4.9,30,14.5,0,0,14.5,14.5,14.5,14.5,4.5,4.5,24.5,,0,0,0,0,1,0,1
French Without Tears,1940,67,NA,7.9,7,0,0,0,14.5,0,0,24.5,0,24.5,24.5,,0,0,0,0,0,0,0
Scandal Sheet,1931,77,NA,8,10,0,0,0,0,0,0,45.5,24.5,24.5,14.5,,0,0,0,1,0,0,0
Uncertain Glory,1944,102,NA,6.8,91,0,0,0,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Nihon no ichiban nagai hi,1967,157,NA,8.7,14,24.5,0,0,0,0,4.5,14.5,0,24.5,34.5,,0,0,0,1,0,0,0
Dimenticare Palermo,1990,100,NA,4.6,77,14.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Ethel's Sofa,2000,7,NA,7,11,0,0,0,0,14.5,14.5,14.5,4.5,4.5,24.5,,0,0,1,0,0,0,1
General Chaos: Uncensored Animation,1998,81,NA,6,27,4.5,4.5,4.5,0,14.5,4.5,24.5,4.5,14.5,24.5,,0,1,0,0,0,0,0
Three Below Zero,1998,87,NA,6.1,32,4.5,4.5,0,4.5,14.5,14.5,24.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
All-American Girls,1982,87,NA,4.1,24,4.5,0,4.5,0,14.5,14.5,4.5,14.5,4.5,34.5,,0,0,0,0,0,0,0
"Sailor from Gibraltar, The",1967,88,NA,5,38,4.5,4.5,4.5,14.5,14.5,4.5,24.5,4.5,14.5,14.5,,0,0,0,1,0,1,0
Marvin and Tige,1983,104,NA,5.9,47,4.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,4.5,24.5,,0,0,0,1,0,0,0
Hoh bit yau ngoh,1985,91,NA,4.6,12,4.5,0,0,14.5,14.5,4.5,14.5,4.5,0,24.5,,0,0,0,1,0,0,0
Mado,1976,135,NA,6.6,76,4.5,0,4.5,4.5,14.5,14.5,34.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
Se permettete parliamo di donne,1964,110,NA,6.1,14,0,4.5,0,0,14.5,34.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
Poker at Eight,1935,19,NA,8,6,0,0,0,0,0,0,34.5,34.5,14.5,14.5,,0,0,0,0,0,0,1
Ringo del Nebraska,1966,91,NA,6.4,5,0,24.5,0,24.5,0,24.5,0,0,44.5,0,,0,0,0,0,0,0,0
Star of Jaipur,1998,100,NA,7.7,22,14.5,4.5,0,0,0,4.5,0,0,4.5,74.5,,1,0,0,1,0,0,0
Code of Silence,1985,101,NA,5.4,504,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
"Orkly Kid, The",1985,35,NA,6.4,53,0,4.5,4.5,4.5,0,4.5,14.5,14.5,4.5,45.5,,0,0,1,0,0,0,1
"Curse of Her Flesh, The",1968,75,NA,4.6,21,4.5,4.5,14.5,4.5,0,4.5,24.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
On Dangerous Ground,1952,82,NA,7.2,399,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Cinco nacos asaltan Las Vegas,1987,106,NA,7.3,6,14.5,0,0,0,14.5,0,0,0,34.5,34.5,,1,0,1,0,0,0,0
Koshish,1972,125,NA,8.7,28,0,0,0,0,0,4.5,4.5,14.5,34.5,34.5,,0,0,0,1,0,0,0
Ringmaster,1998,90,NA,2.9,1494,34.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0
Bringing Out the Dead,1999,121,32000000,6.7,13989,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,R,0,0,0,1,0,0,0
Ants in the Pantry,1936,17,NA,8,88,4.5,4.5,4.5,0,4.5,4.5,14.5,34.5,14.5,24.5,,0,0,1,0,0,0,1
Three Blind Mousketeers,1936,9,NA,6.3,25,0,0,14.5,14.5,14.5,14.5,14.5,24.5,0,4.5,,0,1,1,0,0,0,1
When Strangers Marry,1944,67,50000,7,76,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,0,0,0,0,0
I skuggan av solen,1996,58,NA,2.2,15,44.5,4.5,4.5,0,14.5,0,14.5,4.5,0,14.5,,0,0,0,0,1,0,0
Arizona Heat,1988,85,NA,3.8,37,4.5,14.5,4.5,24.5,24.5,4.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
Letters to an Unknown Lover,1986,101,NA,6.3,17,0,0,0,0,14.5,4.5,0,14.5,44.5,24.5,,0,0,0,1,0,0,0
Going Highbrow,1935,68,NA,6.4,8,0,0,0,0,14.5,45.5,14.5,24.5,0,0,,0,0,1,0,0,0,0
Go Go Amigo,1965,6,NA,7.3,18,0,0,14.5,4.5,0,14.5,24.5,24.5,4.5,14.5,,0,1,1,0,0,0,1
Not Even the Trees,1998,90,NA,3.4,25,24.5,4.5,14.5,0,24.5,4.5,14.5,0,0,14.5,,0,0,0,1,0,0,0
Allegro ma non troppo,1985,8,NA,9.5,11,0,4.5,0,0,0,0,0,4.5,44.5,34.5,,0,0,0,0,1,0,1
Kleines Tropicana - Tropicanita,1997,108,NA,7.7,25,0,4.5,0,4.5,0,4.5,14.5,44.5,24.5,4.5,,0,0,1,0,0,0,0
Pup on a Picnic,1955,7,NA,5.9,24,0,0,4.5,0,4.5,34.5,24.5,14.5,4.5,4.5,,0,1,1,0,0,0,1
"Mind Reader, The",1933,69,NA,6.4,45,0,0,0,4.5,14.5,24.5,24.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
"Nude Restaurant, The",1967,100,NA,4.3,15,24.5,4.5,0,4.5,4.5,4.5,14.5,0,4.5,34.5,,0,0,0,0,0,0,0
Sex Files: Digital Sex,1998,78,NA,3,22,34.5,24.5,4.5,14.5,4.5,4.5,0,0,0,4.5,,0,0,0,0,0,0,0
Stacja,2001,96,NA,5.9,59,4.5,4.5,4.5,4.5,24.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Labakan,1957,75,NA,6.1,6,0,0,0,0,34.5,34.5,14.5,14.5,0,0,,0,0,0,0,0,0,0
Coup,1999,158,NA,5.4,31,4.5,0,0,0,4.5,0,4.5,4.5,14.5,45.5,,0,0,0,1,1,0,0
Genghis Blues,1999,88,NA,7.6,352,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,24.5,,0,0,0,0,1,0,0
Ladies' Man,1931,70,NA,6,14,0,0,0,4.5,24.5,14.5,34.5,14.5,4.5,0,,0,0,0,1,0,0,0
"Trois mousquetaires: Les ferrets de la reine, Les",1961,95,NA,5.6,35,0,0,4.5,14.5,14.5,24.5,14.5,4.5,4.5,24.5,,0,0,0,0,0,1,0
Cord,2000,100,NA,5.3,384,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0
"Blue Lamp, The",1950,84,NA,6.6,150,0,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,1,0,0,1,0,0,0
Criminal Law,1988,117,NA,5.5,519,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Exquisite Tenderness,1995,99,NA,4.1,147,14.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,0,0,0,0,0
"Henry Aldrich, Boy Scout",1944,66,NA,7.8,46,0,0,0,0,0,4.5,4.5,14.5,34.5,44.5,,0,0,1,0,0,0,0
Cane Toads,1988,47,NA,8.3,208,4.5,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,44.5,,0,0,0,0,1,0,0
"Pagan, The",1929,98,NA,8,27,0,0,0,0,0,4.5,24.5,34.5,14.5,24.5,,0,0,0,1,0,0,0
Invitation to Hell,1982,74,NA,2.2,9,34.5,0,24.5,0,14.5,14.5,0,14.5,0,14.5,,0,0,0,0,0,0,0
Camille 2000,1969,115,NA,4.7,66,14.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,4.5,14.5,,0,0,0,1,0,1,0
"Harry, un ami qui vous veut du bien",2000,117,NA,7.2,2838,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,1,0,0,0
Fluxes,1968,24,NA,5.7,5,0,0,0,0,24.5,44.5,24.5,0,0,24.5,,0,0,0,0,0,0,1
Master Minds,1949,64,NA,6.6,27,0,0,4.5,4.5,4.5,4.5,24.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
Voodoo Tiger,1952,67,NA,5.1,21,4.5,0,4.5,4.5,14.5,4.5,14.5,0,14.5,24.5,,0,0,0,0,0,0,0
Good Will to Men,1955,9,NA,7.6,20,14.5,0,0,0,14.5,0,24.5,24.5,14.5,24.5,,0,1,0,0,0,0,1
"Corri, uomo, corri",1968,120,NA,6.7,97,0,0,4.5,4.5,4.5,24.5,24.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
Yeongwonhan jegug,1995,126,NA,7.2,13,0,0,0,0,4.5,14.5,24.5,34.5,14.5,0,,0,0,0,1,0,0,0
"Blue Veil, The",1951,113,NA,6.8,51,0,0,0,0,4.5,4.5,4.5,14.5,4.5,45.5,,0,0,0,1,0,0,0
Bruder Martin,1954,100,NA,4.7,7,0,0,0,24.5,0,14.5,45.5,0,0,0,,0,0,1,1,0,1,0
Stockholmsnatt,1986,50,NA,4.3,84,14.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,24.5,,1,0,0,0,0,0,0
Top Secret Affair,1957,100,NA,5.5,45,0,4.5,4.5,4.5,14.5,34.5,14.5,4.5,14.5,0,,0,0,1,0,0,0,0
Pusong mamon,1998,120,NA,6.5,24,0,4.5,0,4.5,0,4.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
"Florido pensil, El",2002,80,NA,5.1,27,14.5,4.5,24.5,14.5,14.5,14.5,4.5,14.5,4.5,0,,0,0,1,1,0,0,0
"Colombes, Les",1972,116,NA,5.3,11,4.5,4.5,0,4.5,4.5,4.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
How to Lose a Guy in 10 Days,2003,116,50000000,6.1,9257,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0
Italienreise - Liebe inbegriffen,1958,97,NA,3,8,0,14.5,74.5,0,14.5,0,0,0,0,0,,0,0,1,0,0,0,0
Princesa,2001,94,NA,6.7,103,4.5,4.5,0,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Rien qu'un jeu,1983,89,NA,4,5,0,24.5,0,24.5,0,24.5,44.5,0,0,0,,0,0,0,0,0,0,0
"Tale of the Three Lost Jewels, The",1994,107,NA,7.3,20,0,4.5,24.5,4.5,14.5,14.5,14.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Here We Go Round the Mulberry Bush,1967,96,NA,5.6,111,4.5,4.5,4.5,4.5,14.5,4.5,24.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
"Amori di Ercole, Gli",1960,98,NA,3.1,60,14.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
Never Play with the Dead,2001,80,NA,3.8,6,14.5,0,14.5,14.5,0,14.5,14.5,0,0,14.5,,0,0,0,0,0,0,0
Zycie za zycie,1991,90,NA,5.1,10,0,0,14.5,14.5,24.5,0,0,24.5,14.5,34.5,,0,0,0,0,0,0,0
Kitty,2002,5,NA,6,17,0,0,0,0,24.5,14.5,4.5,24.5,24.5,0,,0,0,0,0,0,0,1
"Bottom of the Bottle, The",1956,88,NA,6.2,26,0,0,4.5,4.5,14.5,14.5,44.5,14.5,4.5,0,,0,0,0,1,0,0,0
"Grays, The",1991,45,NA,6,6,0,0,14.5,34.5,0,14.5,0,0,14.5,14.5,,0,0,0,0,0,0,0
Crying?,2004,100,NA,7.1,10,14.5,0,0,0,0,14.5,44.5,14.5,24.5,14.5,,0,0,1,1,0,1,0
Onna hissatsu ken,1974,88,NA,5.6,117,4.5,4.5,4.5,4.5,24.5,14.5,14.5,4.5,4.5,14.5,,1,0,0,1,0,0,0
Little Oral Annie Takes Manhattan,1985,82,NA,5.5,5,0,0,0,0,24.5,0,44.5,0,0,44.5,,0,0,0,0,0,0,0
Dead Inn,1997,72,NA,2,6,84.5,0,0,0,0,0,14.5,0,0,0,,0,0,0,0,0,0,0
Liian iso keikka,1986,95,NA,5.5,35,4.5,0,4.5,4.5,0,4.5,24.5,14.5,4.5,24.5,,0,0,1,0,0,0,0
Pluto's Playmate,1941,8,NA,6.1,19,0,0,0,14.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,1,1,0,0,0,1
Ich und Er,1988,93,NA,4,129,14.5,4.5,14.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
In Search of the Castaways,1962,89,NA,6.1,305,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
Rien sur Robert,1999,107,NA,6.7,329,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,1,1,0,0,0
"Farceur, Le",1960,88,NA,6.1,14,0,4.5,0,0,24.5,24.5,4.5,0,0,24.5,,0,0,1,0,0,0,0
Naustet,1997,29,NA,5.8,5,24.5,0,0,0,0,44.5,24.5,0,24.5,0,,0,0,0,1,0,0,1
"Body Snatcher, The",1945,73,NA,7.3,701,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Une place parmi les vivants,2003,110,NA,6.8,11,0,0,0,0,0,14.5,45.5,14.5,4.5,0,,0,0,0,1,0,0,0
"Last of the Knucklemen, The",1979,93,NA,5.8,16,4.5,0,0,4.5,0,4.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
Sagojoga minister,1997,85,NA,4.9,27,0,0,0,24.5,14.5,14.5,24.5,4.5,4.5,4.5,,0,0,1,0,0,1,0
Grand Central Murder,1942,73,NA,6.6,78,0,0,4.5,4.5,14.5,24.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
Mickey's Grand Opera,1936,8,NA,7.1,55,0,0,4.5,0,14.5,24.5,14.5,24.5,4.5,14.5,,0,1,1,0,0,0,1
Winners Take All,1986,102,NA,6,33,4.5,0,4.5,4.5,14.5,4.5,4.5,14.5,4.5,44.5,,1,0,0,0,0,0,0
"Bisbetico domato, Il",1980,104,NA,5.8,218,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,34.5,,0,0,1,0,0,0,0
Jydekompagniet 3,1989,100,NA,4.7,51,4.5,0,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
Phantom of the Rue Morgue,1954,83,NA,5.4,101,4.5,0,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Mind Rage,2000,90,NA,4.6,17,4.5,24.5,14.5,24.5,0,4.5,4.5,0,0,14.5,,0,0,0,0,0,0,0
Far From Home: The Adventures of Yellow Dog,1995,81,NA,5.8,306,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
Man Alive,1945,70,NA,5.9,16,0,0,0,14.5,14.5,24.5,34.5,0,14.5,0,,0,0,1,0,0,0,0
"Cielo abierto, El",2001,110,NA,8.2,191,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,1,0,0,1,0
Kahdeksan surmanluotia,1972,316,NA,8.7,125,4.5,4.5,4.5,0,4.5,4.5,4.5,14.5,24.5,45.5,,0,0,0,1,0,0,0
Bad Boy Bubby,1993,112,750000,7,1033,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,,0,0,1,1,0,0,0
"Vanishing Private, The",1942,7,NA,7.1,59,4.5,4.5,0,4.5,0,14.5,24.5,24.5,4.5,24.5,,0,1,1,0,0,0,1
Lightning Bug,2004,97,NA,8.1,30,4.5,4.5,4.5,0,4.5,0,4.5,4.5,4.5,64.5,,0,0,1,1,0,0,0
"Holocaust szemei, A",2000,56,NA,8.2,26,14.5,4.5,4.5,4.5,0,0,14.5,4.5,14.5,34.5,,0,0,0,0,1,0,0
Dead Space,1991,80,NA,3,43,44.5,4.5,4.5,14.5,14.5,4.5,0,0,4.5,0,,0,0,0,0,0,0,0
Visiblement je vous aime,1995,100,NA,4.6,7,24.5,0,0,24.5,0,24.5,14.5,0,0,0,,0,0,0,0,0,0,0
Ah-chung,1996,97,NA,8.5,17,0,0,0,0,0,0,0,24.5,24.5,44.5,,0,0,0,0,0,0,0
Rue haute,1976,94,NA,8.7,6,0,0,0,0,34.5,0,0,14.5,34.5,14.5,,0,0,0,1,0,0,0
Felices pascuas,1954,83,NA,4.4,6,0,14.5,14.5,34.5,14.5,0,14.5,0,0,0,,0,0,1,0,0,0,0
"Bear Who Slept Through Christmas, The",1973,30,NA,6.5,10,0,0,0,0,0,24.5,14.5,24.5,34.5,24.5,,0,1,0,0,0,0,1
Cloud Cuckoo Land,2004,92,NA,6.4,9,14.5,14.5,14.5,0,0,14.5,14.5,0,14.5,34.5,,0,0,0,1,0,0,0
Chelovek s ruzhyom,1938,88,NA,2.9,16,14.5,0,4.5,0,0,4.5,34.5,14.5,14.5,0,,0,0,0,1,0,0,0
Pitch,1997,81,NA,6.3,75,4.5,0,4.5,4.5,14.5,4.5,14.5,14.5,4.5,24.5,,0,0,0,0,1,0,0
Nine Men,1943,68,NA,5.8,15,0,0,0,0,24.5,14.5,24.5,4.5,14.5,14.5,,0,0,0,1,0,0,0
She Gods of Shark Reef,1958,63,50000,2.7,53,24.5,24.5,14.5,14.5,14.5,4.5,4.5,0,0,4.5,,0,0,0,0,0,0,0
"Doux amour des hommes, Le",2002,80,NA,5.4,24,4.5,0,4.5,14.5,24.5,4.5,24.5,14.5,4.5,0,,0,0,0,0,0,0,0
Kiss of Life,2003,100,NA,5.5,90,4.5,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
When's Your Birthday?,1937,77,NA,6.4,6,0,0,14.5,0,0,45.5,14.5,14.5,0,0,,0,0,1,0,0,0,0
"Wixxer, Der",2004,85,NA,6.4,835,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
Alias Will James,1988,83,NA,7.5,9,0,0,0,14.5,0,0,24.5,34.5,0,34.5,,0,0,0,0,1,0,0
"Adventures of Tom Sawyer, The",1938,119,NA,7.4,209,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,14.5,,0,0,0,0,0,0,0
Onmyoji,2001,116,NA,6.1,189,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,R,1,0,0,1,0,0,0
Passages 4,1991,71,NA,7.9,12,0,4.5,0,0,0,4.5,24.5,14.5,4.5,34.5,,0,0,0,0,0,0,0
One Tough Cop,1998,90,NA,5,395,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0
Quicker'n a Wink,1940,10,NA,7.7,23,0,0,0,0,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,1,0,1
Borrowed Trouble,1948,58,NA,6,18,0,4.5,0,14.5,24.5,14.5,4.5,4.5,14.5,24.5,,1,0,0,0,0,0,0
Longe da Vista,1998,87,NA,6.6,16,4.5,0,0,0,0,34.5,24.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
Co mi zrobisz jak mnie zlapiesz,1978,99,NA,8.3,81,4.5,0,0,4.5,4.5,4.5,4.5,14.5,24.5,44.5,,0,0,1,0,0,0,0
"Matter of Who, A",1961,90,NA,7.3,8,0,0,14.5,14.5,0,14.5,34.5,24.5,0,0,,0,0,1,0,0,0,0
Queen's Messenger,2000,94,NA,2.6,54,24.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
Monsters Crash the Pajama Party,1965,45,NA,4.4,34,4.5,24.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
Okraina,1933,98,NA,8,96,0,0,0,0,4.5,4.5,4.5,14.5,24.5,34.5,,0,0,0,0,0,0,0
I'll See You in My Dreams,1951,110,NA,6.3,120,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
"Envol, L'",2000,90,NA,6.2,24,4.5,0,0,0,14.5,34.5,4.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Rivelazioni di un maniaco sessuale al capo della squadra mobile,1972,88,NA,4,32,14.5,14.5,4.5,4.5,4.5,24.5,14.5,4.5,0,4.5,,0,0,0,0,0,0,0
Kingsajz,1988,105,NA,7.8,164,0,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,0
"Dude Ranger, The",1934,65,NA,6.4,17,0,4.5,0,0,14.5,14.5,4.5,44.5,4.5,4.5,,0,0,0,0,0,0,0
Valentino,1977,128,NA,5.8,161,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
El less wal kilab,1962,120,NA,6.8,6,0,0,14.5,0,0,14.5,0,34.5,0,34.5,,0,0,0,0,0,0,0
"Thieving Hand, The",1908,5,NA,6.9,34,0,0,0,0,14.5,24.5,24.5,24.5,4.5,14.5,,0,0,1,0,0,0,1
"Beauf, Le",1987,102,NA,4.9,30,4.5,0,4.5,24.5,14.5,44.5,4.5,4.5,0,0,,0,0,0,1,0,0,0
Behind the Headlines,1956,65,NA,5.6,14,0,0,0,14.5,24.5,24.5,24.5,4.5,0,0,,0,0,0,0,0,0,0
Record City,1978,90,NA,4,7,0,14.5,24.5,0,0,14.5,24.5,0,0,14.5,,0,0,1,0,0,0,0
Dr. Goldfoot and the Bikini Machine,1965,88,NA,4.7,254,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Beyond the 7th Door,1987,83,NA,3.7,13,14.5,14.5,0,14.5,0,0,0,0,0,45.5,,0,0,0,0,0,0,0
Penance,2004,10,20000,8,7,14.5,0,0,0,0,0,0,14.5,44.5,24.5,,0,0,0,1,0,0,1
Pendant ce temps...,1998,13,NA,6.1,7,0,0,0,0,24.5,0,14.5,14.5,14.5,24.5,,0,0,0,0,0,0,1
"Boys III, Les",2001,124,NA,5.9,223,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
"Invisible Avenger, The",1958,70,NA,5.9,24,4.5,0,4.5,4.5,14.5,14.5,4.5,0,14.5,34.5,,1,0,0,1,0,0,0
Shinkansen daibakuha,1975,115,NA,6.4,52,4.5,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
Kinpeibei,1969,90,NA,4.4,17,14.5,14.5,14.5,4.5,14.5,4.5,24.5,4.5,0,0,,0,0,0,1,0,0,0
"Invisible Kid, The",1988,95,NA,3.9,97,4.5,14.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
"Ilias tou 16ou, O",1959,84,NA,9,49,0,0,0,0,0,4.5,4.5,14.5,24.5,45.5,,0,0,1,0,0,0,0
Minbo no onna,1992,123,NA,7,209,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,14.5,14.5,,0,0,1,0,0,0,0
Support Your Local Sheriff!,1969,92,NA,7.4,1539,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
Seizure,1974,94,NA,4.2,106,24.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
Leaving Jerusalem by Railway,1896,1,NA,7,32,4.5,0,0,0,14.5,24.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
Delivered,1998,93,1000000,5.1,73,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,R,0,0,1,1,0,0,0
"Lungo, il corto, il gatto, Il",1967,90,NA,6.8,10,14.5,14.5,0,0,0,14.5,45.5,0,24.5,0,,0,0,1,0,0,0,0
Dakota Lil,1950,88,NA,6,21,0,0,0,4.5,24.5,34.5,14.5,4.5,4.5,0,,0,0,0,0,0,0,0
Born Champion,1998,95,NA,5.6,5,0,24.5,44.5,0,0,0,0,0,0,44.5,,0,0,0,0,0,0,0
Angel on Fire,1974,75,NA,4.2,8,0,14.5,0,14.5,0,14.5,24.5,24.5,0,14.5,,0,0,0,0,0,0,0
"Domeinen Ditvoorst, De",1992,112,NA,5.5,5,0,24.5,24.5,0,0,0,24.5,44.5,0,0,,0,0,0,0,1,0,0
Three on a Meathook,1972,80,20000,3,70,24.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
"Lady of Scandal, The",1930,76,NA,6,7,0,0,14.5,14.5,14.5,14.5,24.5,14.5,0,0,,0,0,1,1,0,1,0
Keeping Company,1940,80,NA,5.5,25,0,0,4.5,4.5,24.5,24.5,24.5,14.5,4.5,0,,0,0,0,1,0,0,0
Fotos,1996,93,NA,4.3,50,24.5,4.5,4.5,4.5,4.5,0,4.5,14.5,4.5,34.5,,0,0,0,1,0,0,0
A + (Amas),2004,104,NA,5.2,17,4.5,14.5,4.5,0,4.5,14.5,4.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
Sale gosse,1995,90,NA,5.4,5,0,0,0,24.5,0,44.5,24.5,24.5,0,0,,0,0,0,0,0,0,0
Enjeru dasuto,1994,117,NA,6.3,190,4.5,4.5,4.5,4.5,14.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Eyewitness,1970,92,NA,6.1,86,0,0,4.5,4.5,14.5,24.5,14.5,14.5,4.5,34.5,,0,0,0,1,0,0,0
"Final Sacrifice, The",1990,78,NA,1.4,596,64.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
"Vie est un long fleuve tranquille, La",1988,90,NA,6.6,428,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
Sepia Cinderella,1947,75,NA,4.7,9,14.5,0,0,0,24.5,14.5,34.5,0,0,24.5,,0,0,0,0,0,0,0
"What's Up, Doc?",1972,94,NA,7.3,2661,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
"Kotbia, El",2002,102,NA,6.3,11,0,0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
