title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Lazybones,1925,80,NA,7.4,10,0,14.5,0,0,14.5,0,14.5,24.5,14.5,44.5,,0,0,0,1,0,0,0
Point&Shoot,2004,96,NA,6.6,16,14.5,4.5,0,14.5,0,0,14.5,34.5,4.5,14.5,,0,0,0,1,0,0,0
Shaun of the Dead,2004,99,4000000,7.9,18685,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,R,0,0,1,0,0,0,0
"Living Ghost, The",1942,61,NA,3.9,10,24.5,14.5,0,0,0,14.5,14.5,14.5,24.5,24.5,,0,0,0,0,0,0,0
Mirka,2000,107,NA,5.9,45,4.5,0,4.5,14.5,4.5,14.5,4.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
French Exit,1995,92,NA,4.6,50,4.5,4.5,24.5,14.5,14.5,14.5,4.5,4.5,0,4.5,R,0,0,1,0,0,1,0
Friend of the Family II,1996,83,NA,4.3,54,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
12 Angry Men,1957,96,340000,8.7,29278,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,34.5,,0,0,0,1,0,0,0
Good Girls Go to Paris,1939,75,NA,5.3,6,0,0,0,34.5,0,34.5,34.5,0,0,0,,0,0,1,0,0,0,0
"Pirate, La",1984,88,NA,4.2,26,4.5,4.5,14.5,4.5,0,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
"For Better, for Worse",1954,92,NA,7.1,14,14.5,0,0,0,4.5,14.5,14.5,34.5,4.5,4.5,,0,0,1,0,0,1,0
Smitten Kitten,1952,8,NA,6.2,22,0,0,0,4.5,14.5,44.5,24.5,4.5,0,4.5,,0,1,1,0,0,0,1
Blind Alibi,1938,61,NA,6.1,17,0,4.5,0,4.5,24.5,14.5,34.5,0,4.5,4.5,,0,0,0,0,0,0,0
For Angela,1994,25,NA,8,5,0,0,0,0,0,24.5,24.5,44.5,0,24.5,,0,0,0,0,0,0,1
Zyklus von Kleinigkeiten,1999,86,NA,6,5,0,0,44.5,0,0,0,44.5,0,0,24.5,,0,0,0,1,0,0,0
Pink Floyd The Wall,1982,95,NA,7.5,9567,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
UnConventional,2004,99,50000,4.6,10,0,14.5,0,0,0,14.5,34.5,0,24.5,34.5,,0,0,0,0,1,0,0
Road to Nhill,1997,95,NA,6,71,4.5,4.5,4.5,4.5,14.5,4.5,14.5,24.5,14.5,4.5,,0,0,0,0,0,0,0
Laulu tulipunaisesta kukasta,1971,92,NA,6.6,11,0,0,4.5,0,14.5,24.5,4.5,34.5,0,0,,0,0,0,1,0,0,0
His Trust,1911,14,NA,5,45,4.5,4.5,14.5,14.5,4.5,34.5,14.5,4.5,0,4.5,,0,0,0,1,0,0,1
"Schaukel, Die",1983,133,NA,7.5,9,14.5,0,0,14.5,0,0,14.5,34.5,14.5,24.5,,0,0,0,1,0,0,0
"Bostonians, The",1984,122,NA,5.8,285,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,1,0
"Rest ist Schweigen, Der",1959,106,NA,8,17,0,0,0,0,4.5,0,24.5,14.5,34.5,14.5,,0,0,0,1,0,0,0
Deep Space,1987,90,NA,4.1,52,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
"First of May, The",1999,111,2500000,7.1,88,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,4.5,34.5,,0,0,0,1,0,0,0
Three Little Wolves,1936,9,NA,7.7,53,4.5,0,0,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,1,1,0,0,0,1
"Je, tu, il, elle",1974,90,NA,6.3,49,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,,0,0,0,1,0,0,0
"Passage to Ottawa, A",2001,90,300000,6.3,31,4.5,0,0,0,14.5,4.5,24.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
Ubit drakona,1990,123,NA,8.5,120,4.5,0,0,4.5,4.5,4.5,4.5,14.5,24.5,45.5,,0,0,0,0,0,0,0
Alfred Stieglitz: The Eloquent Eye,2001,88,NA,7.5,9,0,0,0,0,0,24.5,14.5,34.5,24.5,14.5,,0,0,0,0,1,0,0
"Last September, The",1999,103,NA,6.1,188,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
Lit feng chin che 2 gik chuk chuen suet,1999,109,NA,5.4,101,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,1,0,0,0,0,0,0
Eskapo: The Serge Osmena-Geny Lopez Story,1995,117,NA,6.6,12,4.5,0,0,0,0,4.5,24.5,14.5,14.5,24.5,,1,0,0,1,0,0,0
Expertos en Pinchazos,1979,90,NA,4.2,16,4.5,14.5,0,4.5,4.5,4.5,34.5,4.5,14.5,4.5,,0,0,1,0,0,0,0
Mon huan buo luo,2002,93,NA,7.4,13,0,0,0,0,0,14.5,24.5,44.5,14.5,0,,0,0,0,1,0,0,0
Jailbirds of Paradise,1934,18,NA,4.9,6,0,0,14.5,14.5,0,0,14.5,0,0,45.5,,0,0,1,0,0,0,1
Reckoning Day,2002,105,NA,5.4,26,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,,0,0,0,0,0,0,0
Ticks,1999,10,NA,8.6,8,14.5,0,0,0,0,0,0,14.5,0,74.5,,0,0,0,0,0,0,1
People Are Bunny,1959,7,NA,7.1,36,0,0,0,4.5,0,24.5,34.5,4.5,14.5,14.5,,0,1,1,0,0,0,1
"Lex, the Wonder Dog",1973,92,NA,8.7,7,14.5,0,0,0,0,0,0,0,0,84.5,,0,0,0,0,0,0,0
West of Here,2002,79,NA,7.4,31,14.5,4.5,4.5,4.5,0,4.5,4.5,14.5,4.5,44.5,,0,0,0,1,0,0,0
They Met in a Taxi,1936,70,NA,5.1,5,0,0,0,0,24.5,44.5,44.5,0,0,0,,0,0,1,0,0,0,0
Under Eighteen,1932,80,NA,4.6,10,14.5,0,0,0,24.5,14.5,24.5,24.5,24.5,0,,0,0,0,1,0,1,0
"Ange, L'",1982,70,NA,6.2,16,0,4.5,0,0,0,0,14.5,14.5,14.5,45.5,,0,0,0,0,0,0,0
Bloody Mary,1992,7,NA,5.4,12,0,0,4.5,0,34.5,34.5,4.5,14.5,0,0,,0,0,0,0,0,0,1
At Night with No Curtains,2004,87,8000,2.7,23,4.5,0,4.5,4.5,4.5,0,0,0,4.5,74.5,,0,0,0,1,0,0,0
Wild Man Blues,1997,105,NA,6.8,645,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG,0,0,0,0,1,0,0
Hoppity Goes to Town,1941,78,NA,6.5,97,0,4.5,0,4.5,4.5,14.5,14.5,14.5,4.5,34.5,,0,1,1,0,0,0,0
"Undying Monster, The",1942,60,NA,5.7,73,0,0,4.5,14.5,14.5,34.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Challenge the Wilderness,1951,11,NA,5.1,14,4.5,0,14.5,4.5,24.5,34.5,0,4.5,0,4.5,,0,0,0,0,1,0,1
Balls,1997,5,NA,8.8,6,0,0,0,14.5,0,0,0,0,14.5,64.5,,0,1,0,0,0,0,1
Chelsea Girls,1966,210,NA,6.4,127,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
Master Will Shakespeare,1936,11,NA,5.6,10,0,0,0,24.5,14.5,44.5,24.5,14.5,0,0,,0,0,0,0,0,0,1
Stray Dogs,2004,93,NA,7.3,27,4.5,0,0,0,14.5,4.5,34.5,4.5,4.5,24.5,,0,0,0,1,0,0,0
House of D,2004,97,NA,6.1,343,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,44.5,PG-13,0,0,0,1,0,0,0
"Falcon in Hollywood, The",1944,66,NA,5.9,54,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Hjemkomst,2004,5,NA,6.6,14,0,0,0,0,4.5,44.5,34.5,4.5,4.5,0,,0,0,0,1,0,0,1
"Wild North, The",1952,97,NA,5.8,74,0,0,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
"Nebraskan, The",1953,68,NA,4.7,25,14.5,0,4.5,24.5,24.5,24.5,4.5,4.5,0,0,,0,0,0,0,0,0,0
Lucky,2002,83,NA,6.2,110,14.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,R,0,0,1,0,0,0,0
"Courtship of Andy Hardy, The",1942,95,NA,6.3,41,0,0,0,4.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
How to Succeed with Sex,1970,77,NA,1.1,8,74.5,14.5,0,14.5,0,0,0,0,0,0,,0,0,1,0,0,0,0
"Oswalt Kolle: Deine Frau, das unbekannte Wesen",1969,96,NA,4.7,10,0,14.5,0,14.5,14.5,0,44.5,24.5,14.5,0,,0,0,0,0,0,0,0
Girl Play,2004,80,1000000,3.3,63,4.5,0,0,0,4.5,4.5,4.5,14.5,14.5,45.5,,0,0,1,0,0,0,0
"Abuelo, El",1998,147,NA,7.7,423,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,PG,0,0,0,1,0,0,0
"New York Hat, The",1912,16,NA,7.2,55,0,0,4.5,4.5,4.5,14.5,14.5,44.5,4.5,14.5,,0,0,0,1,0,0,1
Einleitung zu Arnold Schoenbergs Begleitmusik zu einer Lichtspielscene,1973,17,NA,5.6,5,24.5,0,0,24.5,0,24.5,24.5,0,0,24.5,,0,0,0,0,0,0,1
Nightmares,1983,99,NA,4.7,268,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Leather and Iron,2002,90,650000,5.5,6,34.5,14.5,0,0,0,0,0,0,14.5,34.5,,1,0,0,1,0,0,0
Victor,1993,14,NA,6.2,9,14.5,0,0,24.5,0,14.5,24.5,14.5,24.5,0,,0,0,0,0,0,0,1
Maccheroni,1985,105,NA,6.1,130,4.5,0,4.5,4.5,14.5,14.5,24.5,14.5,4.5,24.5,,0,0,1,1,0,0,0
"Lesser Evil, The",1912,17,NA,6.1,8,0,14.5,0,0,34.5,0,24.5,24.5,0,0,,0,0,0,1,0,0,1
That Cold Day in the Park,1969,113,500000,6.2,106,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,0,1,0,0,0
Luna Papa,1999,109,NA,7.1,869,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,1,1,0,0,0
Wei qing,1995,90,NA,4.8,14,0,4.5,0,24.5,34.5,14.5,4.5,0,0,4.5,,0,0,0,1,0,0,0
Mama is boos!,1986,110,NA,5.2,231,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Dirty Pretty Things,2002,97,10000000,7.6,6274,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,R,0,0,0,1,0,0,0
No Parking Hare,1954,7,NA,7.7,37,0,4.5,4.5,0,0,4.5,24.5,24.5,14.5,14.5,,0,1,1,0,0,0,1
"Chat dans le sac, Le",1964,74,NA,8.5,40,0,0,4.5,0,0,4.5,4.5,24.5,34.5,24.5,,0,0,0,1,0,0,0
Flipping,1997,98,NA,4.5,54,14.5,14.5,4.5,14.5,4.5,14.5,4.5,14.5,4.5,14.5,R,0,0,0,0,0,0,0
"Disorderly Orderly, The",1964,90,NA,6.1,355,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,1,0
Ladies Should Listen,1934,62,NA,4.1,11,0,4.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Romie-O and Julie-8,1979,30,NA,5.1,17,0,0,14.5,4.5,14.5,4.5,14.5,24.5,4.5,14.5,,0,1,0,0,0,1,1
Toughest Man in Arizona,1952,85,NA,4.1,28,14.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
"Mi Casa, Su Casa",2003,94,NA,5.1,105,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,14.5,PG,0,0,1,0,0,0,0
Wheels,2002,86,NA,5.3,7,14.5,0,14.5,0,14.5,14.5,24.5,14.5,0,0,,0,0,1,1,0,1,0
"Hamenos ta pairnei ola, O",2003,121,NA,5.7,45,4.5,0,14.5,4.5,4.5,14.5,14.5,24.5,4.5,24.5,,1,0,0,1,0,0,0
No Angel,1992,96,NA,5,9,14.5,0,14.5,14.5,24.5,14.5,14.5,14.5,0,14.5,,0,0,1,0,0,1,0
Follow Me Home,1996,100,220000,7.6,52,4.5,0,0,0,4.5,4.5,4.5,4.5,4.5,64.5,,0,0,0,1,0,0,0
Murder Most Foul,1964,90,NA,6.9,443,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
Aya,1990,95,NA,4.1,5,24.5,0,0,44.5,0,0,24.5,0,0,24.5,,0,0,0,1,0,0,0
"Momia azteca, La",1957,80,NA,4.8,11,4.5,0,4.5,4.5,4.5,24.5,0,0,4.5,24.5,,0,0,0,0,0,0,0
Mr. Patman,1980,97,NA,4.2,16,4.5,0,0,45.5,4.5,0,14.5,4.5,14.5,0,,0,0,0,1,0,0,0
Allotment Wives,1945,80,NA,5.5,14,0,0,0,24.5,24.5,24.5,14.5,0,4.5,4.5,,0,0,0,1,0,0,0
Sytten,1965,87,NA,2.1,7,14.5,45.5,0,0,0,0,14.5,14.5,0,0,,0,0,1,0,0,0,0
Skin,1995,11,NA,5.7,5,24.5,24.5,0,0,0,0,0,44.5,0,24.5,,0,0,0,0,0,0,1
"Whispering Chorus, The",1918,86,72500,6.3,12,0,0,4.5,4.5,0,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Captain Kidd,1945,90,NA,6.4,133,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,1,0,0,0
E Dio disse a Caino,1970,93,NA,6.7,35,0,0,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
Mickey Steps Out,1931,7,NA,6.1,33,0,0,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,1,1,0,0,0,1
Welcome to Arrow Beach,1974,85,NA,4.7,42,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,0,24.5,,0,0,0,0,0,0,0
Jukgeona hokeun nabbeugeona,2000,95,NA,7.1,69,4.5,4.5,0,4.5,4.5,14.5,24.5,14.5,24.5,14.5,,0,0,0,1,0,0,0
Morenga,1985,260,NA,8.6,5,0,0,0,0,0,0,0,44.5,64.5,0,,0,0,0,0,0,0,0
Andy Hardy Meets Debutante,1940,88,NA,6.4,116,0,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
Belle Le Grand,1951,90,NA,5.9,21,0,0,4.5,14.5,24.5,14.5,4.5,4.5,14.5,4.5,,0,0,0,0,0,0,0
Mutant Aliens,2001,81,200000,6.4,223,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,1,1,0,0,0,0
Four Corners,1997,80,NA,6.1,11,14.5,0,0,0,4.5,14.5,14.5,4.5,14.5,4.5,,0,0,0,0,1,0,0
"Paradise, Nebraska",1998,7,NA,6,5,0,0,0,24.5,0,44.5,0,24.5,24.5,0,,0,0,0,0,0,0,1
"Bert Rigby, You're a Fool",1989,94,NA,5.5,83,4.5,4.5,4.5,4.5,24.5,14.5,4.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
Kalina krasnaya,1973,110,NA,8.4,71,0,0,0,0,0,4.5,4.5,14.5,24.5,45.5,,0,0,0,1,0,0,0
Synthetic Pleasures,1995,85,NA,6.1,39,4.5,4.5,4.5,14.5,4.5,4.5,14.5,24.5,24.5,4.5,,0,0,0,0,1,0,0
"Hypo-Chondri-Cat, The",1950,7,NA,6.8,75,0,0,4.5,14.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,1,1,0,0,0,1
Dopamine,2003,85,NA,5.2,355,4.5,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,1,1,0,1,0
Carter's Wish,2003,12,NA,5.5,30,14.5,0,0,4.5,4.5,0,4.5,4.5,14.5,64.5,,0,0,1,0,0,0,1
Mia italida ap' tin Kipseli,1968,105,NA,5.6,13,0,0,4.5,4.5,14.5,14.5,4.5,24.5,14.5,4.5,,0,0,1,0,0,0,0
"Noche de Walpurgis, La",1971,95,NA,4.5,155,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
"Body Beneath, The",1970,82,NA,4.4,35,14.5,14.5,14.5,4.5,4.5,4.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
...Quando Troveja,1999,92,NA,4.6,25,4.5,0,4.5,14.5,24.5,14.5,24.5,14.5,4.5,0,,0,0,0,1,0,0,0
Deep Rub,1979,80,NA,6.5,10,0,0,24.5,24.5,0,0,24.5,0,14.5,34.5,,0,0,0,0,0,0,0
Baxter!,1973,100,NA,6.6,53,4.5,0,0,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
Sambolico,1996,29,NA,5.7,20,14.5,0,4.5,14.5,14.5,14.5,24.5,14.5,0,14.5,,0,0,0,0,0,0,1
"Confusion des genres, La",2000,97,NA,6.9,256,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,,0,0,1,1,0,1,0
Shalom Y'all,2003,59,NA,7.4,19,0,0,0,0,0,14.5,14.5,14.5,24.5,44.5,,0,0,0,0,1,0,0
Down by Law,1986,107,1100000,7.6,4449,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,1,1,0,0,0
"Lincoln Conspiracy, The",1977,90,NA,4.9,22,4.5,4.5,4.5,4.5,4.5,0,14.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
Otello,1973,142,NA,8.2,8,14.5,0,0,0,0,0,14.5,14.5,0,64.5,,0,0,0,1,0,0,0
Woman of Desire,1993,97,NA,3.7,130,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Judith of Bethulia,1914,61,36000,6.9,47,0,0,4.5,0,14.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
Running,1979,102,NA,5.4,104,4.5,4.5,14.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Bug,2003,14,NA,5.5,6,34.5,0,14.5,0,0,14.5,14.5,14.5,0,0,,0,0,0,0,0,0,1
Truck Turner,1974,91,NA,6.3,229,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,24.5,,1,0,0,0,0,0,0
Cresceranno i carciofi a Mimongo,1996,80,NA,6.1,55,4.5,4.5,4.5,4.5,14.5,14.5,44.5,14.5,0,4.5,,0,0,1,0,0,0,0
Speak Easily,1932,80,NA,6.1,108,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
Phantom of the Opera,1943,92,1500000,6.6,638,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
It Happened in Athens,1962,100,NA,4.9,34,4.5,0,14.5,4.5,14.5,24.5,24.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
Ishq Vishk,2003,134,NA,6.3,42,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,0,0,0,1,0
"Mark of Cain, The",1947,88,NA,5.9,10,0,0,0,0,14.5,64.5,34.5,0,0,0,,0,0,0,1,0,0,0
Old Enough,1984,91,NA,5.9,88,4.5,0,4.5,4.5,4.5,14.5,14.5,4.5,4.5,34.5,,0,0,0,1,0,0,0
Morte a Venezia,1971,130,NA,7.5,1966,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
Hasan Kachal,1970,100,NA,7.7,15,0,0,0,0,4.5,0,24.5,24.5,0,44.5,,0,0,0,0,0,0,0
Tubby the Tuba,1947,10,NA,8.1,31,0,0,0,4.5,4.5,0,4.5,24.5,14.5,44.5,,0,1,0,0,0,0,1
"Very Brady Sequel, A",1996,90,15000000,5.3,2183,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
Phaniyamma,1983,118,NA,8.7,7,0,0,0,0,0,0,14.5,24.5,24.5,24.5,,0,0,0,0,0,0,0
Werther,1986,105,NA,4.6,7,0,0,44.5,0,0,0,24.5,14.5,0,14.5,,0,0,0,0,0,0,0
Saekjeuk shigong,2002,96,NA,6.5,377,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,1,0,0,1,0
Scandalous John,1971,114,NA,5.4,13,0,0,4.5,4.5,24.5,34.5,4.5,0,4.5,4.5,,0,0,1,1,0,1,0
Alabama: 2000 Light Years From Home,1969,21,NA,8.1,7,0,0,0,0,14.5,0,14.5,24.5,14.5,24.5,,0,0,0,0,0,0,1
Hjerternes fest,2001,27,NA,6.1,8,14.5,14.5,0,0,0,0,34.5,24.5,14.5,0,,0,0,1,1,0,1,1
Prague Duet,1998,95,NA,6.3,113,4.5,0,0,4.5,14.5,14.5,14.5,14.5,14.5,14.5,R,0,0,0,1,0,1,0
"Ragazza che sapeva troppo, La",1963,86,NA,6.5,168,0,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,14.5,,0,0,0,0,0,0,0
Esther Kahn,2000,163,NA,6.2,229,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
"Dog of Flanders, A",1999,100,7000000,6,179,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,14.5,PG,0,0,0,1,0,0,0
Yes Boss,1997,163,NA,7.1,126,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,1,1,0,1,0
Shocktroop,1989,117,NA,1,6,45.5,14.5,14.5,0,0,0,14.5,0,0,0,,1,0,0,0,0,0,0
"Bellboy, The",1960,72,900000,6.1,369,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
Lilja 4-ever,2002,109,NA,8,4631,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0,0
Amor & Alquimia,1995,22,NA,8.1,36,0,0,0,4.5,4.5,0,4.5,14.5,4.5,74.5,,0,0,1,0,0,1,1
Music for One Apartment and Six Drummers,2001,10,NA,7.7,137,0,0,0,0,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,1
Hana a jej bratia,2000,77,NA,5.5,14,4.5,0,14.5,24.5,0,0,24.5,24.5,4.5,0,,0,0,1,0,0,0,0
Srce nije u modi,2000,87,NA,4.9,8,14.5,14.5,0,24.5,34.5,0,0,14.5,0,0,,0,0,0,0,0,0,0
Body Talk,1982,81,NA,4.9,16,4.5,14.5,0,4.5,14.5,34.5,0,4.5,0,14.5,,0,0,0,0,0,0,0
800 Two Lap Runners,1994,110,NA,4.7,13,4.5,0,4.5,0,14.5,14.5,14.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
To Render a Life,1992,88,NA,9.6,9,0,0,0,0,0,0,0,0,44.5,45.5,,0,0,0,0,1,0,0
Sechs Schwedinnen im Pensionat,1979,90,NA,5.7,13,0,0,4.5,0,24.5,14.5,24.5,4.5,0,24.5,,0,0,1,0,0,0,0
Even Cowgirls Get the Blues,1993,99,8000000,4,1609,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,1,0,1,0
"Remnant, The",2001,101,NA,2.9,40,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,R,0,0,0,0,0,0,0
"Cuckoo Clock, The",1950,6,NA,6.6,29,4.5,0,0,0,14.5,14.5,14.5,14.5,14.5,24.5,,0,1,1,0,0,0,1
Love.com,2000,85,NA,1.5,38,45.5,14.5,4.5,0,0,0,0,4.5,4.5,24.5,,0,0,0,0,0,0,0
Colpo di fulmine,1985,94,NA,4.4,5,24.5,0,24.5,0,24.5,24.5,24.5,0,0,0,,0,0,0,0,0,0,0
Trapeze Disrobing Act,1901,2,NA,5,10,0,0,0,34.5,24.5,45.5,0,0,0,0,,0,0,1,0,0,0,1
Cherish,2002,99,1500000,6.5,743,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0
Zhizn za zhizn,1916,66,NA,8.9,50,0,0,0,4.5,0,4.5,4.5,14.5,34.5,44.5,,0,0,0,0,0,0,0
Night Has a Thousand Eyes,1948,81,NA,7.1,129,4.5,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Persona,2005,6,0,8.4,15,14.5,0,0,0,0,0,0,0,44.5,44.5,,0,0,0,0,0,0,1
Mystery House,1938,56,NA,5.2,20,0,14.5,14.5,14.5,14.5,24.5,14.5,14.5,0,0,,0,0,0,0,0,0,0
"Cartas de Alou, Las",1990,100,NA,5.8,31,4.5,0,4.5,4.5,14.5,4.5,4.5,24.5,0,14.5,,0,0,0,1,0,0,0
"Mains vides, Les",2003,130,NA,4.6,45,14.5,4.5,14.5,14.5,14.5,4.5,4.5,0,4.5,14.5,,0,0,1,1,0,0,0
Armored Car Robbery,1950,67,NA,7,152,0,0,0,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Canone inverso - making love,2000,107,NA,6.8,176,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
Agent for H.A.R.M.,1966,84,NA,2.4,279,44.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
No 1: Licensed to Love and Kill,1979,78,NA,2.8,13,14.5,24.5,24.5,4.5,4.5,0,0,4.5,4.5,4.5,,1,0,1,0,0,0,0
Janku fudo,1997,82,NA,4.3,41,14.5,0,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Side Effects,2002,18,NA,5,16,4.5,14.5,0,4.5,4.5,0,4.5,4.5,4.5,45.5,,0,0,0,0,0,0,1
Ottsy i dedy,1982,83,NA,5.2,10,14.5,0,0,14.5,14.5,14.5,14.5,0,44.5,14.5,,0,0,1,0,0,0,0
Jeanne la Pucelle II - Les prisons,1994,176,NA,8,74,4.5,0,0,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
Tam i z powrotem,2002,102,NA,6.4,25,4.5,0,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,1,0,0,1,0,0,0
Daffy's Diner,1967,6,NA,5.7,23,0,0,4.5,4.5,14.5,34.5,24.5,4.5,0,4.5,,0,1,1,0,0,0,1
Livin' Large!,1991,96,NA,3.9,72,14.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,1,0,0,0
